MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367685540,2022-03-31T00:00:01,38.42717,-82.59677,0,360,511,WILLIAM B,,WDI3157,31,15,16,,,0,A
636017367,2022-03-31T00:00:10,28.05813,-89.30951,8.5,162.9,166,SBI ROCK,IMO9710581,D5KO4,70,0,228,,,70,A
367396770,2022-03-31T00:00:00,33.98542,-91.3657,0,255,511,FRANCES ANN,,WDE7720,31,0,21,7,,31,A
367717840,2022-03-31T00:00:03,38.40484,-82.56637,3.7,106,511,TAYLOR RENEE,,WDI6355,31,15,17,,,31,A
368156330,2022-03-31T00:00:17,40.56187,-80.2183,0,277.4,140,STACY LYNN,,WDL7017,57,12,105,32,0,57,A
366934770,2022-03-31T00:00:08,41.53073,-124.25912,8.4,179.8,511,NOAH'S ARK,IMO8938954,WDH9179,30,7,22,6,,30,A
499929694,2022-03-31T00:00:03,48.49091,-122.72154,7.2,31.7,24,TANERLIQ,IMO9178445,WDF2025,52,0,45,14,7,52,A
367389450,2022-03-31T00:00:03,31.00555,-91.71774,0,260.4,511,CHRISTY T,,WDE7137,31,15,26,9,,31,A
367778010,2022-03-31T00:00:02,28.93646,-95.33045,0.6,261.5,165,JOHN C LAQUAY,,WDJ4471,33,15,41,11,,33,A
366998910,2022-03-31T00:00:00,29.96273,-93.86382,0.1,221.8,511,COMANCHE,,WDH8267,31,15,15,6,0,31,A
367723150,2022-03-31T00:00:02,47.3464,-122.43056,8.1,230.1,228,SEABOLD,IMO7114068,WDI6878,31,0,29,8,3.8,31,A
255805987,2022-03-31T00:00:00,33.37181,-77.61151,11.1,267.4,262,WIDUKIND,IMO9252735,CQIK7,70,0,220,32,12.2,70,A
366995670,2022-03-31T00:00:00,28.94387,-95.31833,0.9,99.3,127,PACESETTER,,WDC2620,31,12,15,6,,57,A
367179790,2022-03-31T00:00:05,18.22972,-65.62012,0.1,65.6,215,LADY EVE,IMO8658011,WDD6945,60,0,43,9,2.7,60,A
311000368,2022-03-31T00:00:03,17.38554,-66.77997,11.4,60.3,65,CSL SPIRIT,IMO9138111,C6BU6,70,0,225,32,14.4,70,A
366935380,2022-03-31T00:00:02,29.7285,-95.02514,5.9,314,304,CATHERINE,IMO8635502,WCW3931,31,0,21,7,,57,A
367004570,2022-03-31T00:00:00,29.91503,-89.92138,0,191,511,WAR ADMIRAL,,WDH7806,31,0,17,6,,31,A
367468610,2022-03-31T00:00:05,29.78622,-95.0672,5.9,246.3,511,MR WAYNE,,WDF5912,31,12,18,7,,31,A
367712580,2022-03-31T00:00:01,40.56161,-80.21855,0,360,511,DARLANE B,IMO8635887,WDI5847,31,0,20,7,,57,A
367420410,2022-03-31T00:00:06,30.23275,-91.13957,0,266.7,218,DEANA ANN,,WDE9715,31,15,51,12,,31,A
368009390,2022-03-31T00:00:03,47.3241,-122.49698,6.9,87.4,511,SHAZAM,,WDJ7713,37,,14,,,,B
367724780,2022-03-31T00:00:05,29.84275,-91.94424,5.6,263.2,259,BRENDA L MURRAY II,,WDI7040,31,12,,,,57,A
368024790,2022-03-31T00:00:03,40.56821,-89.65859,1.8,26.9,511,ARTCO MAIDEN,IMO1283448,WDJ9311,31,15,18,8,0,31,A
370361000,2022-03-31T00:00:06,41.8565,-125.78956,12.2,0.1,6,HAGEN,IMO9516868,3ESM8,70,0,147,23,8.2,80,A
367373640,2022-03-31T00:00:04,36.20827,-95.71341,0,307.8,312,FRANK T STEGBAUER,,WDE5944,31,0,34,10,,31,A
366954120,2022-03-31T00:00:02,29.95567,-90.05672,4.4,207.9,511,BUNKER KING,,WAS2879,31,12,23,9,,57,A
338056000,2022-03-31T00:00:16,25.77712,-80.18412,0,231.6,511,NRC LIBERTY,IMO8978708,WDB4340,90,5,33,7,2.7,54,A
367725020,2022-03-31T00:00:03,40.48335,-80.05676,0,360,511,OMI SCOTT,,WDI7065,31,0,15,,,52,A
364888400,2022-03-31T00:00:06,29.77646,-93.34738,0.1,257.5,511,ROBERT MUDD,,WDF7854,0,0,8,5,0.5,0,A
367522850,2022-03-31T00:00:10,38.3929,-90.33711,4.9,44.3,41,LAINEY JONES,,WDG3135,31,12,48,12,,57,A
368083040,2022-03-31T00:00:04,38.83233,-90.10698,0,273.9,511,CITY OF PITTSBURGH,,WDC2658,31,0,288,34,2.8,31,A
367600490,2022-03-31T00:00:05,30.10008,-93.31678,0,41,309,SAN SABA,,WDH2719,31,12,23,,,57,A
338209202,2022-03-31T00:00:00,33.84973,-118.39706,0,360,511,GEORGIA GAYLE,,,37,,7,,,,B
367439810,2022-03-31T00:00:07,30.27925,-91.19959,0.5,111.9,511,SANDRA J BANTA,IMO8975378,WDF3432,31,15,18,7,,0,A
368113430,2022-03-31T00:00:00,35.10435,-90.08498,0,288.4,263,BRANDON T. PASENTINE,,WDL2583,31,12,32,10,2.9,31,A
367057330,2022-03-31T00:00:04,36.59605,-89.34582,0.1,296.3,41,RICKEY HUGHES,,WDC6511,31,12,46,13,,31,A
367687040,2022-03-31T00:00:08,30.32232,-87.33357,0,0,511,TENNER C,IMO7046120,WDI3314,31,0,29,8,3.6,52,A
367460660,2022-03-31T00:00:04,47.63615,-122.32972,0,160.5,131,LILLI ANN,IMO9020924,WDF5217,30,5,43,9,,30,A
367586510,2022-03-31T00:00:01,36.99826,-89.15522,7.5,129,124,WILLIAM HANK,,WDG9309,31,12,37,10,,31,A
367530760,2022-03-31T00:00:06,37.04852,-89.17936,3.7,338.9,350,JACKY L O'NEAL,,WDG3892,31,0,54,15,,57,A
985346207,2022-03-31T00:00:02,29.68801,-91.21731,0,45.4,511,WD BASE,,WWDI5,90,15,0,0,0,90,A
367796270,2022-03-31T00:00:07,27.49984,-82.57206,0,64.3,511,IDLEWILD,,WDJ6289,37,,,,,,B
316020868,2022-03-31T00:00:07,49.02486,-123.14813,0,70.5,30,SEASPAN OSPREY,IMO9623128,,31,0,28,12,5.3,52,A
316046128,2022-03-31T00:00:07,49.31069,-123.10685,0,319.1,1,SEASPAN HARRIER,IMO9771121,,52,0,24,11,5.8,52,A
367425910,2022-03-31T00:00:14,45.65017,-122.74774,0,360,511,SEA HORSE,,WDF2196,90,5,43,17,,99,A
367680160,2022-03-31T00:00:05,29.39617,-94.81505,6.9,337,336,TEENIE SONIER,,WDI2635,31,0,23,,,57,A
367059950,2022-03-31T00:00:14,27.88531,-82.53779,0,0,511,EL PUMA GRANDE,IMO7200180,WDC6699,31,0,29,8,,31,A
232002990,2022-03-31T00:00:00,34.3689,-119.68299,9.6,358.7,3,MAJESTIC PRINCESS,IMO9614141,MABI4,60,0,330,38,8.5,60,A
367774360,2022-03-31T00:00:12,29.86174,-93.93778,0.1,228.4,41,TRITON,IMO9823613,WDJ4094,31,0,,,,31,A
368104390,2022-03-31T00:00:08,29.46633,-94.96971,0,360,511,MARTHA RENAE,,WDK9517,31,0,4,5,0,31,A
367507690,2022-03-31T00:00:09,42.26151,-90.42256,0,360,511,RIVER RAT,,WDF9680,52,15,10,3,2,52,A
366943760,2022-03-31T00:00:06,29.58952,-94.8469,0.1,241.7,511,SEA MULE,,WDB7537,31,15,15,6,,52,A
367015090,2022-03-31T00:00:12,26.09501,-80.08168,18.1,248.6,511,PILOT NO 5,,WDC3840,90,10,12,3,,50,A
367515320,2022-03-31T00:00:01,30.02512,-90.83252,0.1,44.5,511,ST PEREGRINE,,WDG2404,31,12,18,7,,57,A
367057420,2022-03-31T00:00:00,29.93846,-91.2586,3.9,321.4,328,JACK ODOM,,WDC6519,31,12,31,10,,57,A
367456760,2022-03-31T00:00:05,29.73286,-95.02173,0,297.4,223,CHOCTAW,IMO8851285,WDF4875,31,8,24,8,,57,A
369970099,2022-03-31T00:00:03,45.86502,-122.79465,4.7,344.9,340,REDLINGER,,AENY,90,0,18,7,,35,A
368097590,2022-03-31T00:00:08,30.00501,-91.26655,3.9,22.9,511,GRAYSON,,WDK8807,57,12,116,17,3.1,57,A
367465980,2022-03-31T00:00:06,29.91291,-90.0819,0.1,80.3,511,CROSBY TIDE,,WDF5671,31,0,17,8,,31,A
367456830,2022-03-31T00:00:22,29.3753,-94.86741,0,42.6,286,INTEGRITY,IMO8981418,WDF4881,31,5,22,9,,57,A
636020399,2022-03-31T00:00:28,47.9759,-122.2466,0.1,205.2,344,KALAMOTI TRADER,IMO9701279,D5ZA7,71,1,185,30,8.6,71,A
369564000,2022-03-31T00:00:03,30.7075,-88.04368,0,269.2,296,APOLLO,IMO9703289,WDG8962,31,0,28,12,5.2,52,A
257401000,2022-03-31T00:00:00,24.81757,-79.62449,11.3,10.4,8,BOW FORTUNE,IMO9168635,LAJQ5,80,0,183,32,10.7,82,A
367482910,2022-03-31T00:00:07,35.10775,-90.08206,0,248.7,511,JOE CLAY DAVIS,,WDF7281,31,15,18,7,,31,A
366991790,2022-03-31T00:00:00,30.04654,-90.58851,0.2,130.6,218,MARY PARKER,IMO8836431,WDC2357,31,15,39,12,,31,A
367552070,2022-03-31T00:00:00,30.70972,-88.03662,0,225.9,60,CHARLES HAUN,,WDG5959,31,12,44,,,57,A
367419960,2022-03-31T00:00:01,46.21448,-119.07234,0,104.4,24,DAUBY,,WDE9673,31,0,23,8,,52,A
368045710,2022-03-31T00:00:01,47.55545,-122.34578,0,0,165,LUTHER,IMO7427477,WDK3484,31,0,35,10,3.3,31,A
565516000,2022-03-31T00:00:00,17.94374,-68.46929,3.7,107.4,107,KAZAK,IMO9739549,9V2928,80,0,119,20,7.3,80,A
366938440,2022-03-31T00:00:03,30.03563,-90.69609,0,31.8,235,JEAN TURECAMO,IMO7501077,WDB7213,31,15,32,9,4.2,52,A
367315540,2022-03-31T00:00:02,25.76875,-80.14636,9.9,298.5,511,FLAMINGO,,FLAMING,69,0,30,16,0,69,A
367710250,2022-03-31T00:00:04,38.82824,-90.10879,0,360,511,EAGER BEAVER,,WDI5599,31,0,14,5,,31,A
368043150,2022-03-31T00:00:09,29.97457,-90.39826,0.1,360,511,MR KELLY,,WDK3227,31,5,8,4,0,31,A
367386890,2022-03-31T00:00:14,29.87836,-89.89934,0.1,325.8,511,MISS ADRIANA,,WDE6942,60,15,17,5,,30,A
368220860,2022-03-31T00:00:00,30.72646,-88.05594,0,253,511,CAPT LONNIE RYAN,,WDM5957,90,12,0,0,2.5,90,A
338071038,2022-03-31T00:00:00,18.46071,-66.09095,0,360,511,HARBOR GRACE,,,90,0,13,,,99,A
367032830,2022-03-31T00:00:08,29.47734,-93.63907,0,280,511,DULARGE,IMO8767575,WCS8769,90,0,30,14,,39,A
316010415,2022-03-31T00:00:02,48.63448,-123.30426,13.9,327.9,328,HMCS CARIBOU,,CGAA,90,0,,,,35,A
368022550,2022-03-31T00:00:13,32.03124,-81.04851,0,77.7,225,SEA DIAMOND,,WDJ9082,36,5,28,8,0,36,A
368134130,2022-03-31T00:00:12,29.68583,-94.1869,5.2,256.1,511,SHERRY L,IMO8989528,WDL4717,52,12,24,10,3,52,A
368164540,2022-03-31T00:00:00,33.71905,-118.26824,24,310.2,313,ANGELS NAVIGATOR,,,50,0,17,5,1,50,A
367426830,2022-03-31T00:00:06,30.42978,-91.20136,0.1,240.8,511,MR FARREL,,WDF2273,31,0,19,7,,31,A
368076750,2022-03-31T00:00:10,47.65933,-122.37972,0,214.6,0,GLACIER BAY,IMO7917795,WDK6658,30,0,47,0,4,30,A
367765000,2022-03-31T00:00:01,48.75432,-122.50568,0,252.6,511,ZENITH,,WDF4625,30,0,36,8,3.5,30,A
367002070,2022-03-31T00:00:10,27.8526,-97.17317,0,360,511,MISS EDMAY,,WDC3055,31,0,19,7,,31,A
367327250,2022-03-31T00:00:02,46.1887,-123.86373,6.6,314.2,511,ENDEAVOR,,WDE2605,30,7,19,6,,30,A
367602530,2022-03-31T00:00:08,30.37006,-81.62842,0,301.2,218,JANET M MCALLISTER,IMO9254408,WDH2921,31,15,29,10,3.7,52,A
367384410,2022-03-31T00:00:02,30.39774,-88.86056,0.1,263.6,511,MARY P,,WDE6753,37,0,31,7,,37,A
368110550,2022-03-31T00:00:03,30.00736,-93.95578,7.7,162.2,163,PIERRE BILLIOT,,WDL2586,57,12,124,34,2.9,57,A
367539810,2022-03-31T00:00:02,29.70554,-95.04101,0,288.1,269,CAPT ANDY LAKE,,WDG4759,31,12,26,,,90,A
367503920,2022-03-31T00:00:03,29.28864,-94.92966,6.6,258.7,511,BROOKE BANTA,,WDF9317,31,15,21,8,,52,A
367168450,2022-03-31T00:00:17,27.83815,-97.05242,0.1,203.3,124,ARANSAS PILOT II,,WDD6111,90,5,15,5,,90,A
311061800,2022-03-31T00:00:04,29.15819,-89.25597,11.3,181,182,ELEKTRA,IMO9538153,C6ZP2,80,0,183,32,13,80,A
367310510,2022-03-31T00:00:05,29.99246,-90.43396,0,323.2,262,MATAGORDA,,WDD9377,31,15,21,9,,52,A
12345678,2022-03-31T00:00:07,30.05201,-90.54058,0.1,228,511,INGRAM TEST UNIT,,WWW0000,32,0,65,14,3.5,32,A
319105900,2022-03-31T00:00:06,25.93563,-80.14816,0,318.2,511,MONICA,,,37,,,,,,B
367763490,2022-03-31T00:00:07,30.34052,-88.5071,0,240.8,189,C J STUDDERT,,WDJ2968,31,12,,,,57,A
310384000,2022-03-31T00:00:07,25.33285,-79.66078,0.9,304.4,169,ISLAND PRINCESS,IMO9230402,ZCDG4,60,0,294,32,8,60,A
368077290,2022-03-31T00:00:07,29.73588,-95.13176,0,239.5,274,JANIS ELIZABETH,,WDK6711,32,12,22,10,3.1,32,A
367075010,2022-03-31T00:00:08,29.67124,-89.9587,5.2,346.6,511,STEPHANIE STONE,,WDC7674,31,5,23,9,,56,A
367768480,2022-03-31T00:00:05,25.9683,-97.34994,5.2,73.8,511,MINNIE T,,WDJ3492,52,0,0,0,5,52,A
367460420,2022-03-31T00:00:07,29.5472,-95.04194,0,65.8,511,BAREFOOT BABE,,WDF5190,60,,13,4,,,B
538004742,2022-03-31T00:00:04,29.6449,-91.10603,0,259.3,511,BRAVANTE V,IMO9645619,V7YV5,90,0,86,18,5.9,70,A
367682130,2022-03-31T00:00:03,29.71385,-95.02118,7.3,180.7,180,MV LIV,,WDI2827,31,12,21,,,57,A
367002060,2022-03-31T00:00:03,29.67721,-91.22486,0.1,274.5,511,MISS KERRILYN,,WDC3054,31,0,19,7,,52,A
367685620,2022-03-31T00:00:01,38.82823,-90.10872,0,360,511,BRANT,,WDI3164,31,15,14,,,0,A
369494416,2022-03-31T00:00:07,30.38734,-81.43511,0,100.1,36,CG49416,,,90,5,14,,,55,A
367314350,2022-03-31T00:00:04,31.30753,-91.50898,3.7,12.6,511,CAPT SAM YOUNT,,WDD9642,31,12,25,9,,57,A
367338310,2022-03-31T00:00:00,30.22634,-93.25217,0,360,88,DREDGE 32,IMO8756978,WTC3235,90,3,60,14,,33,A
366995590,2022-03-31T00:00:01,29.36079,-94.90564,0,154.7,93,NECHES,,WDC2613,31,0,18,7,,52,A
367501920,2022-03-31T00:00:01,40.50055,-80.07626,0,360,511,KIMBERLY JANE,IMO7222152,WDF9115,31,0,25,9,,31,A
369970969,2022-03-31T00:00:01,29.56152,-80.50405,9.8,138.1,139,USS WICHITA,,NWIC,90,0,,,,35,A
367314430,2022-03-31T00:00:06,30.34174,-88.50768,0,189.5,279,MOBILE,,WDD9649,31,12,23,10,,57,A
368093970,2022-03-31T00:00:08,29.76079,-95.07246,6,300.7,296,DMO READY,,WDK8418,57,12,143,24,2.9,57,A
367057310,2022-03-31T00:00:02,30.75006,-88.03553,0,230,19,MISS BOBBIE FUGIT,,WDC6509,31,15,25,9,,31,A
367516470,2022-03-31T00:00:06,43.37211,-124.21033,0,360,185,OREGON ESCORT,IMO9153329,WDG2521,31,0,33,12,4.4,52,A
366984850,2022-03-31T00:00:01,38.58552,-90.20891,0,186.8,53,COOP VENTURE,,WDB9901,31,12,47,12,,52,A
368048660,2022-03-31T00:00:02,33.2477,-79.21133,0,287.1,511,SAVANHAH,,WDK3780,33,3,71,15,2.4,33,A
338030833,2022-03-31T00:00:22,27.33068,-82.54716,0.1,4.3,511,SOARING EAGLE,,,37,,12,,,,B
367640910,2022-03-31T00:00:18,29.12099,-90.20383,0,276.1,340,MASON G,IMO9773076,WDH6713,60,0,48,9,2.5,40,A
368102360,2022-03-31T00:00:13,38.53856,-90.25572,0,274,32,RAINMAN,,WDK9303,52,0,22,10,2.7,52,A
366824910,2022-03-31T00:00:00,48.14067,-123.4255,0,287.4,294,JUAN DE FUCA,,WDA5852,30,15,22,6,,50,A
367086440,2022-03-31T00:00:14,29.25517,-89.96995,0,360,511,JACOB GERALD,,WDI9278,90,15,30,7,,70,A
258733000,2022-03-31T00:00:00,30.01651,-90.76419,5.5,263.3,252,MARI JONE,IMO9725316,LAWB7,80,0,186,,,89,A
367606370,2022-03-31T00:00:02,29.74085,-95.20157,0.8,265.7,511,PAT BOONE,,WDH3305,31,0,15,6,,52,A
367549710,2022-03-31T00:00:03,27.95309,-82.44165,0,213.2,511,MARILYN K MCFARLAND,,WDG5733,31,8,14,,,52,A
368083560,2022-03-31T00:00:03,27.81206,-97.41048,0,295.2,511,TOM GREEN,,WDK7348,52,0,23,10,2.7,52,A
367653620,2022-03-31T00:00:08,25.77362,-80.17664,0,280.7,299,PAYTON GRACE MORAN,IMO9778337,WDH7992,31,0,28,,,52,A
375314000,2022-03-31T00:00:05,26.3436,-80.07252,0.3,360,511,KIMON A,IMO8115320,J8B3351,70,,164,22,9.8,,B
367519270,2022-03-31T00:00:06,29.93879,-90.00628,0,301.6,307,SILVER FOX,,WDG2787,31,5,20,7,,32,A
368123060,2022-03-31T00:00:04,29.93646,-89.99176,0,265.1,324,KELSO,,WDL3583,31,12,17,7,2.9,31,A
367473530,2022-03-31T00:00:08,32.85546,-79.95521,0,265.5,511,ISLAND TIDE,IMO8992479,WDF6369,31,0,16,7,,31,A
636021440,2022-03-31T00:00:00,29.56292,-94.91918,12.3,150,146,SEABOARD PRIDE,IMO9294513,5LDY2,70,0,210,30,10.6,70,A
538003242,2022-03-31T00:00:00,29.94205,-90.13902,8.5,1.2,357,VLAZAKIS I,IMO9546124,V7PJ6,70,0,190,32,12.8,70,A
368027230,2022-03-31T00:00:07,48.50737,-122.67691,0,233.5,207,WSF SUQUAMISH,IMO9801782,WDJ9559,60,0,111,26,5,60,A
310515000,2022-03-31T00:00:01,29.72715,-88.4656,1.1,193.3,172,STENA PERFORMANCE,IMO9299159,ZCDR5,80,0,182,40,13,80,A
367506940,2022-03-31T00:00:08,38.86702,-90.14836,1.8,305.7,304,NASHVILLE HUNTER,,WDF9608,31,12,41,,,57,A
368201060,2022-03-31T00:00:06,29.64723,-91.11888,0,105.4,511,JENNA D,,WDM3854,31,12,19,8,2.4,31,A
316028504,2022-03-31T00:00:12,49.29356,-123.06832,7.8,295.4,293,SMIT SABA,IMO9476379,CFN6721,31,8,28,10,4.8,52,A
368097560,2022-03-31T00:00:01,29.40238,-94.82024,8.2,155.7,150,DEAF SMITH,IMO1222394,WDK8804,57,12,115,34,2.5,57,A
368167230,2022-03-31T00:00:00,44.76173,-92.87056,2.1,149.2,144,GW FRAYSER,,WDL8187,57,12,348,33,3.1,57,A
245206000,2022-03-31T00:00:01,26.19639,-79.19353,21.2,77.4,81,EURODAM,IMO9378448,PHOS,60,0,285,32,8,60,A
367081860,2022-03-31T00:00:02,29.68208,-91.47442,4.6,117.7,117,AUSTIN GOLDING,,WDC8113,31,0,27,8,,57,A
368037750,2022-03-31T00:00:09,26.27444,-80.08054,0,218.5,511,WINGS SPREAD,,WDK2670,37,15,28,8,0,37,A
366812830,2022-03-31T00:00:08,30.02101,-93.98148,0,322.2,315,JANE ANN BLESSEY,IMO8635576,WDA4762,31,12,25,9,,57,A
538006177,2022-03-31T00:00:09,27.81067,-97.26883,11.9,269.7,269,BERYL,IMO9681168,V7KN4,80,0,183,32,13.3,80,A
367416060,2022-03-31T00:00:01,29.23664,-92.49375,7.5,124,130,HARVEY RAIN,IMO9536210,WDG5515,90,0,64,17,4.7,0,A
368021310,2022-03-31T00:00:08,29.64524,-91.09535,0,360,511,MISS SOPHIA CLAIRE,,WDJ8941,31,15,0,0,0,31,A
352898739,2022-03-31T00:00:02,25.77801,-79.96233,10,67.1,97,COSTA VI,IMO9944728,HOA7992,70,0,55,12,2,70,A
232508000,2022-03-31T00:00:02,18.45962,-66.09017,0,202.6,275,PAZ,IMO8978332,MXLP9,36,8,43,8,3,36,A
367688580,2022-03-31T00:00:08,29.7331,-95.02098,0,305,35,MATTHEW,IMO8635461,WDI3464,31,12,20,7,,57,A
367519320,2022-03-31T00:00:19,30.09775,-93.30263,0.2,145.1,511,FATHER PAT,,WDG2791,31,12,23,,,57,A
367745820,2022-03-31T00:00:06,32.08204,-81.06371,0,174.8,263,COOPER MORAN,IMO9812547,WDI9156,31,0,28,,,52,A
367660160,2022-03-31T00:00:03,30.69192,-88.0372,0.1,214,511,PERDIDO QUEEN,,WDH8650,0,15,30,12,0,0,A
367148660,2022-03-31T00:00:07,21.31139,-157.87417,0,299.1,511,MANUOKEKAI,IMO7722061,WTF6032,31,0,38,10,4.2,32,A
367564930,2022-03-31T00:00:06,39.71227,-91.35438,0,282.5,511,SIR ROBERT,,WDG7204,31,12,18,,,31,A
367003460,2022-03-31T00:00:00,29.55226,-90.41173,0,196.2,99,JOCK,,WDF2423,31,12,26,9,,57,A
367009460,2022-03-31T00:00:08,29.93893,-92.91121,2.4,257.3,511,UNCLE NU,,WBC8841,31,12,15,6,,31,A
563064100,2022-03-31T00:00:29,29.71599,-88.07627,9.5,140.1,140,STI MYTHIC,IMO9833553,9V3138,82,0,183,32,11.7,80,A
538006631,2022-03-31T00:00:01,43.17569,-125.88112,10.9,351.7,350,SEA MARATHON,IMO9611943,V7PH3,70,0,69,,,70,A
209862000,2022-03-31T00:00:04,26.27044,-79.52642,14.5,41.9,50,WARNOW WHALE,IMO9395032,5BXD3,70,0,166,25,9.5,70,A
366765940,2022-03-31T00:00:06,48.12309,-123.44385,0,212.3,30,SEA CLIPPER,IMO7520633,WCZ2553,30,0,25,7,,30,A
366995470,2022-03-31T00:00:04,34.3485,-86.27997,0,360,511,BRONCO,,WDC2602,31,0,14,6,,31,A
338148844,2022-03-31T00:00:04,26.09751,-80.16712,0,264.5,511,SLAINTE 3,,WDJ4039,37,5,0,0,2.3,37,A
368163250,2022-03-31T00:00:04,34.63712,-90.58962,2.5,11.6,9,SCARLET ROSE FURLONG,IMO1243638,WDL7763,57,15,357,33,3,57,A
566306000,2022-03-31T00:00:09,27.27822,-95.9302,12.5,131,129,MTM HOUSTON,IMO9505924,9V9704,80,0,144,24,9.6,80,A
369098000,2022-03-31T00:00:01,27.82463,-97.44031,0,289.7,85,HANNAH,IMO7932343,WDI7828,31,11,23,8,,32,A
367479990,2022-03-31T00:00:07,48.11098,-122.75897,0,322.4,317,WSF KENNEWICK,IMO9618331,WDF6991,60,0,83,19,3.2,60,A
367151170,2022-03-31T00:00:07,27.87768,-95.97274,7.6,256.7,511,MISS JULIE,,WDD4923,60,0,30,7,,38,A
367558580,2022-03-31T00:00:07,27.33255,-82.54604,0,228.5,222,DAYS LIKE THIS,,WDG6586,37,0,40,7,,37,A
367702290,2022-03-31T00:00:07,30.111,-90.91825,0,214.6,351,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A
367094660,2022-03-31T00:00:12,30.25177,-88.08102,0.1,234.5,511,MS JOY,IMO8964240,WCY2036,60,0,42,9,2.2,60,A
367663890,2022-03-31T00:00:06,29.96778,-93.85997,0,324.8,337,SEBASTIAN D,,WDH9021,31,12,25,,,31,A
367702410,2022-03-31T00:00:06,29.79027,-95.07967,0,333.2,338,SAFETY FIRST,,WDI4825,31,0,21,8,,32,A
368209880,2022-03-31T00:00:02,29.77081,-93.34709,0,56.7,3,MORGAN,IMO9915739,WDM4799,52,0,30,12,6,52,A
352001169,2022-03-31T00:00:04,18.48093,-66.12895,7.6,174,171,SIRIOS CEMENT III,IMO9373606,3E3435,79,0,145,25,9.1,79,A
636019035,2022-03-31T00:00:03,30.64939,-80.61154,11.8,28.7,28,MEDI TIRRENO,IMO9699165,D5SQ5,70,0,200,32,10.8,70,A
367309210,2022-03-31T00:00:03,29.94846,-90.06195,0,228.5,511,CREOLE QUEEN,,WRC5373,60,15,49,11,,60,A
367160000,2022-03-31T00:00:08,29.95132,-90.05627,0,255.3,511,CAPT BUD BISSO,IMO9034834,WCW4130,31,0,33,10,5.6,31,A
367082000,2022-03-31T00:00:03,17.93693,-66.15636,0,216,42,DUTY,IMO9427299,WDD5291,31,0,31,9,4,52,A
368173810,2022-03-31T00:00:00,38.41296,-82.58539,0,38,134,TRI STATE,,WDL8879,57,0,112,18,12.1,57,A
367591250,2022-03-31T00:00:04,27.85427,-82.39738,4.3,257.4,255,PATRIOT,IMO9712046,WDG9802,31,0,28,12,3.6,52,A
538005632,2022-03-31T00:00:04,27.81618,-94.42334,13.5,177.6,177,PROVIDENCE,IMO9350599,V7FO9,80,0,226,36,11.8,81,A
367541980,2022-03-31T00:00:00,29.7537,-95.17621,2.9,304.6,314,EUGENIE J HUGER,,WDG4974,31,12,22,,,57,A
367003630,2022-03-31T00:00:07,29.98815,-90.40077,0.1,129,314,CSS VIRGINIA,,WDC3185,31,12,21,8,,52,A
353260000,2022-03-31T00:00:04,46.19694,-123.82434,7.7,69.7,68,ATLANTIC TRAMP,IMO9659921,3FMY2,70,0,169,27,9.8,70,A
538006612,2022-03-31T00:00:05,28.49513,-96.42232,10.6,128,128,CHEM TIGER,IMO9287297,V7LW3,80,0,145,23,9.9,89,A
368110410,2022-03-31T00:00:14,29.80857,-90.07264,0.1,298,202,GOSIER,,WDL2254,57,0,21,9,2.8,52,A
361111111,2022-03-31T00:00:04,35.07335,-90.11998,0,287.3,103,MISTER PAT,,AEFM,31,0,28,12,2.2,31,A
367456930,2022-03-31T00:00:00,37.1324,-88.41604,0,283,13,MERRICK JONES,,WDF4890,31,15,39,12,,57,A
367797190,2022-03-31T00:00:03,25.79554,-80.14579,0.1,229.8,511,UNPLUGGED,,WDJ6382,37,5,20,5,,37,A
367608470,2022-03-31T00:00:09,29.92503,-89.94695,0,217.7,270,SAN SALVADOR,,WDH3551,31,12,26,,,57,A
367759000,2022-03-31T00:00:04,30.16375,-80.3281,17.8,175.1,173,MAERSK MONTANA,IMO9305312,WCDP,70,0,292,32,13.5,74,A
367755970,2022-03-31T00:00:04,30.23078,-93.2462,0.3,90.7,511,SUSAN CROSBY,,WDJ2181,90,3,64,12,,33,A
367005550,2022-03-31T00:00:01,29.79106,-95.06418,0,360,302,EARL GONSOULIN,,WDC3306,31,0,21,8,,57,A
367780670,2022-03-31T00:00:00,29.97204,-93.84447,0.2,108.7,191,EDWARD JULIAN,,WDJ4741,31,12,,,,57,A
366961660,2022-03-31T00:00:05,29.76548,-95.09132,2.9,288,511,CAPT D,,WDE7753,31,0,11,4,,31,A
368184990,2022-03-31T00:00:04,34.96431,-90.27088,3.5,300.8,301,MO CHIASSON,,WDM2087,0,12,27,11,3.1,0,A
368120510,2022-03-31T00:00:03,27.58609,-82.75993,0.1,260.6,511,FORT DADE,,WDL3320,50,0,16,5,0,50,A
367466470,2022-03-31T00:00:08,30.06603,-90.86093,0,265.2,511,HONEST BOB,,WDJ4775,31,15,17,7,,52,A
366957490,2022-03-31T00:00:08,28.93228,-89.40743,0,43.1,511,WILLIAM H JOHNSON,,WDB8368,60,15,15,5,,50,A
367008750,2022-03-31T00:00:06,30.19753,-93.28739,5.2,55.8,58,M L CROCHET,,WCW9456,31,0,18,7,,52,A
